name;score;marked;communityId;occur;relationships
"breakfast";1386,3303103319454;NULL;NULL;NULL;NULL
"Leyen";1386,117502187478;NULL;NULL;NULL;NULL
"spend";1384,8145627235954;NULL;NULL;NULL;NULL
"Paul";1383,0211561117683;NULL;NULL;NULL;NULL
"success";1382,7739783121351;NULL;NULL;NULL;NULL
"cell";1380,6147342975507;NULL;NULL;NULL;NULL
"crowd";1379,3700895908387;NULL;NULL;NULL;NULL
"twin";1377,1380690000988;NULL;NULL;NULL;NULL
"Dex";1376,9538503968965;NULL;NULL;NULL;NULL
"kid";1376,7451625712051;NULL;NULL;NULL;NULL
"cabinet";1375,829774668143;NULL;NULL;NULL;NULL
"defender";1372,2699928877032;NULL;NULL;NULL;NULL
"dinner";1372,1206053402107;NULL;NULL;NULL;NULL
"Barbara";1372,0349815666682;NULL;NULL;NULL;NULL
"Woodward";1372,0349815666682;NULL;NULL;NULL;NULL
"blaze";1371,2584488309863;NULL;NULL;NULL;NULL
"Sullivan";1367,535582181036;NULL;NULL;NULL;NULL
"warplane";1367,4343075519575;NULL;NULL;NULL;NULL
"Tatiana";1364,7122251151766;NULL;NULL;NULL;NULL
"plea";1362,9079645337179;NULL;NULL;NULL;NULL
"flow";1362,801484174324;NULL;NULL;NULL;NULL
"spirit";1362,7296527651558;NULL;NULL;NULL;NULL
"preparation";1360,1707442896065;NULL;NULL;NULL;NULL
"lawyer";1359,7758815793156;NULL;NULL;NULL;NULL
"shock";1358,1539622397001;NULL;NULL;NULL;NULL
"annihilation";1357,6337824507698;NULL;NULL;NULL;NULL
"assembly";1356,920687062078;NULL;NULL;NULL;NULL
"syrian";1356,297223794102;NULL;NULL;NULL;NULL
"chemical";1355,542487506761;NULL;NULL;NULL;NULL
"article";1354,4540752142477;NULL;NULL;NULL;NULL
"watchdog";1353,0106193923134;NULL;NULL;NULL;NULL
"atm";1351,9296348029368;NULL;NULL;NULL;NULL
"date";1351,1691043037504;NULL;NULL;NULL;NULL
"slogan";1351,1602737910337;NULL;NULL;NULL;NULL
"chamber";1350,656268862504;NULL;NULL;NULL;NULL
"Scholz";1348,8339188239684;NULL;NULL;NULL;NULL
"worth";1345,9975127225837;NULL;NULL;NULL;NULL
"God";1345,5860304871928;NULL;NULL;NULL;NULL
"injury";1344,5682184065945;NULL;NULL;NULL;NULL
"camp";1343,4013597814333;NULL;NULL;NULL;NULL
"go";1342,6337464082244;NULL;NULL;NULL;NULL
"subject";1340,2526115828732;NULL;NULL;NULL;NULL
"Lviv";1338,1207882790877;NULL;NULL;NULL;NULL
"Athen";1337,5469409969637;NULL;NULL;NULL;NULL
"Thessaloniki";1337,5469409969635;NULL;NULL;NULL;NULL
"Moscows";1337,5469409969633;NULL;NULL;NULL;NULL
"Athens";1337,5469409969623;NULL;NULL;NULL;NULL
"Barcelona";1337,5469409969623;NULL;NULL;NULL;NULL
"Beirut";1337,5469409969623;NULL;NULL;NULL;NULL
"Kenneth";1337,5469409969623;NULL;NULL;NULL;NULL
"Stockholm";1337,5469409969623;NULL;NULL;NULL;NULL
"bishop";1337,5469409969623;NULL;NULL;NULL;NULL
"chant";1337,5469409969623;NULL;NULL;NULL;NULL
"eparchy";1337,5469409969623;NULL;NULL;NULL;NULL
"rank";1337,2506575983543;NULL;NULL;NULL;NULL
"belong";1336,9429329503596;NULL;NULL;NULL;NULL
"Lily";1335,7213375183235;NULL;NULL;NULL;NULL
"Waddell";1335,7213375183235;NULL;NULL;NULL;NULL
"cover";1335,4019503401526;NULL;NULL;NULL;NULL
"good";1334,484160273138;NULL;NULL;NULL;NULL
"homeland";1332,678724317254;NULL;NULL;NULL;NULL
"reveal";1332,2636270296657;NULL;NULL;NULL;NULL
"Lancaster";1332,0019390703656;NULL;NULL;NULL;NULL
"sanctuary";1331,4511895220655;NULL;NULL;NULL;NULL
"debris";1329,8712698767126;NULL;NULL;NULL;NULL
"Dominic";1329,3691366427975;NULL;NULL;NULL;NULL
"patient";1328,8448422580302;NULL;NULL;NULL;NULL
"academy";1326,5919687337916;NULL;NULL;NULL;NULL
"footbal";1325,8547306523901;NULL;NULL;NULL;NULL
"institute";1325,0998716082076;NULL;NULL;NULL;NULL
"pm";1324,3277591706894;NULL;NULL;NULL;NULL
"id";1324,3042343544766;NULL;NULL;NULL;NULL
"board";1322,311807246342;NULL;NULL;NULL;NULL
"2018";1321,3130256515788;NULL;NULL;NULL;NULL
"employee";1320,495329977876;NULL;NULL;NULL;NULL
"Richard";1319,2595024253665;NULL;NULL;NULL;NULL
"criminal";1316,4442307368843;NULL;NULL;NULL;NULL
"escalation";1311,3656918563288;NULL;NULL;NULL;NULL
"prada";1310,7443634768697;NULL;NULL;NULL;NULL
"aunt";1310,5393518987557;NULL;NULL;NULL;NULL
"approval";1308,0904969561918;NULL;NULL;NULL;NULL
"belief";1307,6151440562464;NULL;NULL;NULL;NULL
"Gerasimov";1304,148503143792;NULL;NULL;NULL;NULL
"lightn";1300,4792082333638;NULL;NULL;NULL;NULL
"puppet";1299,4465861834701;NULL;NULL;NULL;NULL
"L";1299,1024124068153;NULL;NULL;NULL;NULL
"Hunt";1298,98289332435;NULL;NULL;NULL;NULL
"effect";1296,9180382013003;NULL;NULL;NULL;NULL
"bit";1296,797504442516;NULL;NULL;NULL;NULL
"swathe";1295,4282451912795;NULL;NULL;NULL;NULL
"tactic";1292,6733928322428;NULL;NULL;NULL;NULL
"favouritism";1292,5323840013593;NULL;NULL;NULL;NULL
"Justin";1291,6932782314675;NULL;NULL;NULL;NULL
"strength";1289,972530344191;NULL;NULL;NULL;NULL
"Trudeau";1289,6033613833588;NULL;NULL;NULL;NULL
"ward";1289,1505460356805;NULL;NULL;NULL;NULL
"music";1287,9096092656175;NULL;NULL;NULL;NULL
"profit";1286,4625345980674;NULL;NULL;NULL;NULL
"jam";1283,852308924401;NULL;NULL;NULL;NULL
"tear";1282,9767112371824;NULL;NULL;NULL;NULL
"flank";1282,23073937878;NULL;NULL;NULL;NULL
"Watts";1281,190285340475;NULL;NULL;NULL;NULL
"burial";1280,4963425708045;NULL;NULL;NULL;NULL
"national";1280,473369695949;NULL;NULL;NULL;NULL
"conscript";1280,2572196219064;NULL;NULL;NULL;NULL
"test";1278,3502581810812;NULL;NULL;NULL;NULL
"circumstance";1275,9611636011646;NULL;NULL;NULL;NULL
"brink";1274,9042278955228;NULL;NULL;NULL;NULL
"final";1271,7608819558895;NULL;NULL;NULL;NULL
"product";1269,4274061564577;NULL;NULL;NULL;NULL
"republics";1269,331585840423;NULL;NULL;NULL;NULL
"witness";1266,1903284474304;NULL;NULL;NULL;NULL
"guess";1265,437259503155;NULL;NULL;NULL;NULL
"kitchen";1263,9350964522985;NULL;NULL;NULL;NULL
"dont";1263,2630671806578;NULL;NULL;NULL;NULL
"commitment";1262,2252778233094;NULL;NULL;NULL;NULL
"negotiate";1259,7119817184434;NULL;NULL;NULL;NULL
"total";1259,6080904057546;NULL;NULL;NULL;NULL
"protocol";1259,0707957350032;NULL;NULL;NULL;NULL
"SWIFT";1258,584525410382;NULL;NULL;NULL;NULL
"adult";1258,1489174757662;NULL;NULL;NULL;NULL
"tension";1257,6561254700855;NULL;NULL;NULL;NULL
"model";1253,4968496171045;NULL;NULL;NULL;NULL
"river";1251,5030639329104;NULL;NULL;NULL;NULL
"map";1250,3048077801714;NULL;NULL;NULL;NULL
"revolution";1249,9898531238507;NULL;NULL;NULL;NULL
"cooperation";1249,2810310381712;NULL;NULL;NULL;NULL
"command";1248,8155353018842;NULL;NULL;NULL;NULL
"opinion";1242,828410733675;NULL;NULL;NULL;NULL
"republic";1240,3793631576839;NULL;NULL;NULL;NULL
"interior";1239,7603451699435;NULL;NULL;NULL;NULL
"hostage";1239,5619000645552;NULL;NULL;NULL;NULL
"holiday";1238,2725438508676;NULL;NULL;NULL;NULL
"application";1238,0939166627566;NULL;NULL;NULL;NULL
"carrier";1235,8559333774156;NULL;NULL;NULL;NULL
"customer";1235,5217293248506;NULL;NULL;NULL;NULL
"Holocaust";1235,4960147775564;NULL;NULL;NULL;NULL
"Ursula";1235,0973952751683;NULL;NULL;NULL;NULL
"heroe";1234,8465924923626;NULL;NULL;NULL;NULL
"dnipro";1234,6237138600516;NULL;NULL;NULL;NULL
"F";1232,700928855665;NULL;NULL;NULL;NULL
"Westminster";1229,2071945451892;NULL;NULL;NULL;NULL
"hell";1227,7038559164757;NULL;NULL;NULL;NULL
"Jens";1227,2512312693414;NULL;NULL;NULL;NULL
"goodbye";1225,7108407283456;NULL;NULL;NULL;NULL
"checkpoint";1225,2959154264438;NULL;NULL;NULL;NULL
"Maria";1222,9819615514803;NULL;NULL;NULL;NULL
"uncertainty";1222,3729831872568;NULL;NULL;NULL;NULL
"yacht";1222,057610619941;NULL;NULL;NULL;NULL
"language";1221,4937405250337;NULL;NULL;NULL;NULL
"hold";1220,0427187717764;NULL;NULL;NULL;NULL
"Anastasia";1218,1359431635926;NULL;NULL;NULL;NULL
"settlement";1217,7614429708847;NULL;NULL;NULL;NULL
"concert";1217,6899938667193;NULL;NULL;NULL;NULL
"Calais";1216,9562522152246;NULL;NULL;NULL;NULL
"bill";1216,5667572928714;NULL;NULL;NULL;NULL
"answer";1214,6545946483031;NULL;NULL;NULL;NULL
"liberty";1214,2833787429224;NULL;NULL;NULL;NULL
"inhabitant";1213,8947393403093;NULL;NULL;NULL;NULL
"newspaper";1213,8244522304349;NULL;NULL;NULL;NULL
"approach";1212,6448564617026;NULL;NULL;NULL;NULL
"achievement";1212,482685787048;NULL;NULL;NULL;NULL
"Nick";1211,2763764627464;NULL;NULL;NULL;NULL
"Thomas-Greenfield";1209,8815987409305;NULL;NULL;NULL;NULL
"strain";1209,318623032328;NULL;NULL;NULL;NULL
"stability";1208,439253367522;NULL;NULL;NULL;NULL
"Mark";1206,9618249188602;NULL;NULL;NULL;NULL
"factory";1206,6265781639863;NULL;NULL;NULL;NULL
"chairman";1205,2651727683094;NULL;NULL;NULL;NULL
"kwarteng";1204,0035045827797;NULL;NULL;NULL;NULL
"birth";1203,368075578012;NULL;NULL;NULL;NULL
"room";1203,3219422232808;NULL;NULL;NULL;NULL
"bloodsh";1202,9903140455235;NULL;NULL;NULL;NULL
"cloud";1202,5990202160694;NULL;NULL;NULL;NULL
"guild";1200,9674165008128;NULL;NULL;NULL;NULL
"floor";1198,5510474128773;NULL;NULL;NULL;NULL
"Jake";1197,5668381303751;NULL;NULL;NULL;NULL
"sentiment";1196,9647546194042;NULL;NULL;NULL;NULL
"earth";1196,2608214055597;NULL;NULL;NULL;NULL
"schedule";1195,3907312492936;NULL;NULL;NULL;NULL
"azov";1194,392846195137;NULL;NULL;NULL;NULL
"annexation";1192,440510613706;NULL;NULL;NULL;NULL
"vodka";1192,0374821885805;NULL;NULL;NULL;NULL
"opportunity";1191,623653716703;NULL;NULL;NULL;NULL
"sag";1190,0386472181826;NULL;NULL;NULL;NULL
"connection";1187,719499600303;NULL;NULL;NULL;NULL
"advice";1187,4676677008722;NULL;NULL;NULL;NULL
"monitor";1187,2559748819917;NULL;NULL;NULL;NULL
"confrontation";1186,0669016785441;NULL;NULL;NULL;NULL
"1646502936";1185,1904825050174;NULL;NULL;NULL;NULL
"thats";1185,1904825050171;NULL;NULL;NULL;NULL
"fly";1183,7904527738403;NULL;NULL;NULL;NULL
"ty";1183,1117177447104;NULL;NULL;NULL;NULL
"intent";1183,049121157102;NULL;NULL;NULL;NULL
"shadow";1182,370619195334;NULL;NULL;NULL;NULL
"close";1180,4104089959342;NULL;NULL;NULL;NULL
"Ovsyannikova";1179,0306967815604;NULL;NULL;NULL;NULL
"cease-fire";1178,0803957030628;NULL;NULL;NULL;NULL
"wont";1177,3997225537125;NULL;NULL;NULL;NULL
"ly";1175,2501709342948;NULL;NULL;NULL;NULL
"public";1174,2100037124308;NULL;NULL;NULL;NULL
"Spain";1171,98604205175;NULL;NULL;NULL;NULL
"Stefan";1168,2411770620229;NULL;NULL;NULL;NULL
"Lucy";1166,2343993406168;NULL;NULL;NULL;NULL
"read";1165,6498082212547;NULL;NULL;NULL;NULL
"krainian";1165,1886046683735;NULL;NULL;NULL;NULL
"german";1164,6401057101448;NULL;NULL;NULL;NULL
"gift";1164,5486607939401;NULL;NULL;NULL;NULL
"blanket";1163,3126494407759;NULL;NULL;NULL;NULL
"review";1162,759041688224;NULL;NULL;NULL;NULL
"Oleksiy";1160,3579741826265;NULL;NULL;NULL;NULL
"nurse";1159,655555195171;NULL;NULL;NULL;NULL
"soil";1157,5297672312372;NULL;NULL;NULL;NULL
"exodus";1156,0226513066507;NULL;NULL;NULL;NULL
"Pentagon";1154,8998923141755;NULL;NULL;NULL;NULL
"match";1153,6507083310678;NULL;NULL;NULL;NULL
"December";1152,1821070065696;NULL;NULL;NULL;NULL
"Khan";1151,595296501667;NULL;NULL;NULL;NULL
"Vitaly";1151,43765525641;NULL;NULL;NULL;NULL
"pump";1149,8631415007044;NULL;NULL;NULL;NULL
"V";1149,8446246305812;NULL;NULL;NULL;NULL
"India";1148,8469002869633;NULL;NULL;NULL;NULL
"P";1146,920502915049;NULL;NULL;NULL;NULL
"aggressor";1146,0515156079202;NULL;NULL;NULL;NULL
"legion";1145,8704202225847;NULL;NULL;NULL;NULL
"earn";1144,3808282530997;NULL;NULL;NULL;NULL
"vigil";1142,9548121705632;NULL;NULL;NULL;NULL
"barrel";1141,360779922111;NULL;NULL;NULL;NULL
"J";1140,3279838166864;NULL;NULL;NULL;NULL
"speed";1137,9320764146194;NULL;NULL;NULL;NULL
"jacket";1137,6474285525348;NULL;NULL;NULL;NULL
"Mastercard";1136,9837340676092;NULL;NULL;NULL;NULL
"nature";1136,3928185919754;NULL;NULL;NULL;NULL
"pledge";1134,1167118659387;NULL;NULL;NULL;NULL
"arrest";1134,1147033727245;NULL;NULL;NULL;NULL
"pass";1132,876775536748;NULL;NULL;NULL;NULL
"northwest";1131,3410034520284;NULL;NULL;NULL;NULL
"complex";1130,0251721293698;NULL;NULL;NULL;NULL
"trial";1129,4795725013614;NULL;NULL;NULL;NULL
"premier";1129,3661947889177;NULL;NULL;NULL;NULL
"nonsense";1129,212968655386;NULL;NULL;NULL;NULL
"Ramsay";1128,4620900649295;NULL;NULL;NULL;NULL
"referenda";1124,1722925398608;NULL;NULL;NULL;NULL
"hub";1121,5439447791957;NULL;NULL;NULL;NULL
"quarter";1118,938581198189;NULL;NULL;NULL;NULL
"sunday";1118,3415963427738;NULL;NULL;NULL;NULL
"terrorist";1116,7701998771768;NULL;NULL;NULL;NULL
"weakness";1113,439456477096;NULL;NULL;NULL;NULL
"Jessica";1109,971261760342;NULL;NULL;NULL;NULL
"birthday";1108,5764714645352;NULL;NULL;NULL;NULL
"bastard";1104,717280482092;NULL;NULL;NULL;NULL
"Keaton";1102,4181977395374;NULL;NULL;NULL;NULL
"crown";1102,1702140831812;NULL;NULL;NULL;NULL
"Swift";1102,1325963402414;NULL;NULL;NULL;NULL
"sambo";1102,0805238334874;NULL;NULL;NULL;NULL
"arrival";1099,2683232635075;NULL;NULL;NULL;NULL
"Turkey";1097,4742646177144;NULL;NULL;NULL;NULL
"correspondent";1097,3682165448122;NULL;NULL;NULL;NULL
"King";1095,4292740291396;NULL;NULL;NULL;NULL
"ambition";1095,0214473541234;NULL;NULL;NULL;NULL
"50m";1094,928533303811;NULL;NULL;NULL;NULL
"manager";1094,8760257228228;NULL;NULL;NULL;NULL
"Andrei";1094,5555576339004;NULL;NULL;NULL;NULL
"Konashenkov";1093,587434385575;NULL;NULL;NULL;NULL
"Lady";1093,4702067484188;NULL;NULL;NULL;NULL
"CNN";1091,6875424563552;NULL;NULL;NULL;NULL
"problem";1091,2184922067215;NULL;NULL;NULL;NULL
"allegation";1089,8420991290448;NULL;NULL;NULL;NULL
"chuhuiv";1088,4569648249458;NULL;NULL;NULL;NULL
"bag";1088,3054321052152;NULL;NULL;NULL;NULL
"van";1088,1689817597885;NULL;NULL;NULL;NULL
"grain";1087,5447010777693;NULL;NULL;NULL;NULL
"sunlight";1087,4783868208476;NULL;NULL;NULL;NULL
"kick";1085,6242653063982;NULL;NULL;NULL;NULL
"prospect";1084,4847113215162;NULL;NULL;NULL;NULL
"introduction";1083,5639037181975;NULL;NULL;NULL;NULL
"currency";1081,8308703705181;NULL;NULL;NULL;NULL
"restaurant";1081,7842212102632;NULL;NULL;NULL;NULL
"admiration";1080,6356595121943;NULL;NULL;NULL;NULL
"helmet";1077,8152296018193;NULL;NULL;NULL;NULL
"ceremony";1077,1734721450678;NULL;NULL;NULL;NULL
"movie";1076,9510192232744;NULL;NULL;NULL;NULL
"crackdown";1076,9002179958377;NULL;NULL;NULL;NULL
"IMF";1075,8420783963822;NULL;NULL;NULL;NULL
"Bentham";1075,0851947619497;NULL;NULL;NULL;NULL
"Medinsky";1074,2512855900554;NULL;NULL;NULL;NULL
"bargain";1074,2413771330075;NULL;NULL;NULL;NULL
"legislation";1073,4678346645135;NULL;NULL;NULL;NULL
"tail";1067,7535621938969;NULL;NULL;NULL;NULL
"biometric";1065,870501626257;NULL;NULL;NULL;NULL
"salary";1065,870501626257;NULL;NULL;NULL;NULL
"threshold";1065,870501626257;NULL;NULL;NULL;NULL
"merge";1065,8705016262566;NULL;NULL;NULL;NULL
"fightback";1064,4772360661946;NULL;NULL;NULL;NULL
"ceo";1064,356380577648;NULL;NULL;NULL;NULL
"change";1061,9194749625078;NULL;NULL;NULL;NULL
"membership";1061,8280724748242;NULL;NULL;NULL;NULL
"Gerashchenko";1061,3377799378998;NULL;NULL;NULL;NULL
"science";1061,2418377402605;NULL;NULL;NULL;NULL
"Young";1061,084201141519;NULL;NULL;NULL;NULL
"party";1060,9301867007366;NULL;NULL;NULL;NULL
"program";1060,7349688498982;NULL;NULL;NULL;NULL
"Synegubov";1060,536104420076;NULL;NULL;NULL;NULL
"circle";1060,2453524070474;NULL;NULL;NULL;NULL
"evacuee";1058,7984711241804;NULL;NULL;NULL;NULL
"middle";1058,0375388607326;NULL;NULL;NULL;NULL
"Ryabkov";1057,245696426188;NULL;NULL;NULL;NULL
"ria";1057,2456964261878;NULL;NULL;NULL;NULL
"tonne";1056,5233626979234;NULL;NULL;NULL;NULL
"Helen";1056,2004461242184;NULL;NULL;NULL;NULL
"Mirren";1056,2004461242184;NULL;NULL;NULL;NULL
"coffin";1055,914988944829;NULL;NULL;NULL;NULL
"C";1047,2960354930483;NULL;NULL;NULL;NULL
"logistics";1046,7020997154452;NULL;NULL;NULL;NULL
"struggle";1044,9262468933302;NULL;NULL;NULL;NULL
"armour";1044,2282394098017;NULL;NULL;NULL;NULL
"probe";1043,9409398679804;NULL;NULL;NULL;NULL
"mortar";1042,9741440023176;NULL;NULL;NULL;NULL
"coalition";1041,613928611492;NULL;NULL;NULL;NULL
"shoot";1039,0278292500986;NULL;NULL;NULL;NULL
"regulator";1035,361422996048;NULL;NULL;NULL;NULL
"kingdom";1034,8927627416863;NULL;NULL;NULL;NULL
"Medyka";1032,0268782033545;NULL;NULL;NULL;NULL
"prison";1027,2932829784438;NULL;NULL;NULL;NULL
"determination";1026,7093838123508;NULL;NULL;NULL;NULL
"Paris";1026,178891080694;NULL;NULL;NULL;NULL
"Yuliya";1025,1925102396951;NULL;NULL;NULL;NULL
"destination";1022,9406891189632;NULL;NULL;NULL;NULL
"supporter";1020,1880311869427;NULL;NULL;NULL;NULL
"iss";1019,9763342313533;NULL;NULL;NULL;NULL
"Sputnik";1019,8952105654032;NULL;NULL;NULL;NULL
"Lee";1019,0502823305611;NULL;NULL;NULL;NULL
"cluster";1018,2876571154186;NULL;NULL;NULL;NULL
"Perry";1017,0037067878757;NULL;NULL;NULL;NULL
"passport";1016,3488617343934;NULL;NULL;NULL;NULL
"ensemble";1014,924260862761;NULL;NULL;NULL;NULL
"succession";1014,9242608627609;NULL;NULL;NULL;NULL
"Germanys";1011,9424164453872;NULL;NULL;NULL;NULL
"Jen";1007,7664760921195;NULL;NULL;NULL;NULL
"Psaki";1007,7664760921195;NULL;NULL;NULL;NULL
"Budapest";1003,6628248631251;NULL;NULL;NULL;NULL
"Faye";1003,1180069062952;NULL;NULL;NULL;NULL
"highway";1001,0900427602342;NULL;NULL;NULL;NULL
"ambushe";1001,090042760234;NULL;NULL;NULL;NULL
"maintenance";1001,090042760234;NULL;NULL;NULL;NULL
"quality";1001,090042760234;NULL;NULL;NULL;NULL
"outline";999,7337504961126;NULL;NULL;NULL;NULL
"storage";998,5621245208854;NULL;NULL;NULL;NULL
"resource";998,445018354042;NULL;NULL;NULL;NULL
"Sarah";993,6556218127973;NULL;NULL;NULL;NULL
"shore";993,2722217514752;NULL;NULL;NULL;NULL
"labour";993,0041025101222;NULL;NULL;NULL;NULL
"door";989,5939787968016;NULL;NULL;NULL;NULL
"entry";989,3182317336955;NULL;NULL;NULL;NULL
"alcohol";986,7117997602721;NULL;NULL;NULL;NULL
"wait";985,1078881009232;NULL;NULL;NULL;NULL
"Emma";982,4167995695462;NULL;NULL;NULL;NULL
"Shoigu";981,5407004260227;NULL;NULL;NULL;NULL
"Iraq";981,4067609263149;NULL;NULL;NULL;NULL
"analyst";981,3262024856391;NULL;NULL;NULL;NULL
"pursuit";980,0958767744617;NULL;NULL;NULL;NULL
"seizure";979,0880551386215;NULL;NULL;NULL;NULL
"refuse";979,0734788631356;NULL;NULL;NULL;NULL
"bombard";977,8366250171092;NULL;NULL;NULL;NULL
"ore";977,5257710273984;NULL;NULL;NULL;NULL
"billionaire";977,2975574800554;NULL;NULL;NULL;NULL
"shelve";975,3696971907651;NULL;NULL;NULL;NULL
"Major";974,6217088754605;NULL;NULL;NULL;NULL
"deterrent";974,5665787744153;NULL;NULL;NULL;NULL
"construction";973,1137236118236;NULL;NULL;NULL;NULL
"clashe";971,6942238832913;NULL;NULL;NULL;NULL
"White";971,313670108789;NULL;NULL;NULL;NULL
"lady";970,1408180468688;NULL;NULL;NULL;NULL
"shield";969,8856162263997;NULL;NULL;NULL;NULL
"frustration";969,4139095989287;NULL;NULL;NULL;NULL
"wrestler";968,3146402157056;NULL;NULL;NULL;NULL
"driver";965,0537358316876;NULL;NULL;NULL;NULL
"Chris";964,5377418060996;NULL;NULL;NULL;NULL
"Aiken";963,4806656398821;NULL;NULL;NULL;NULL
"depot";963,4244284150084;NULL;NULL;NULL;NULL
"exercise";962,9787872404919;NULL;NULL;NULL;NULL
"K";962,4618376664065;NULL;NULL;NULL;NULL
"stuf";962,4618376664065;NULL;NULL;NULL;NULL
"yiv";962,4618376664065;NULL;NULL;NULL;NULL
"zelenskyy";961,3555478471121;NULL;NULL;NULL;NULL
"heat";959,5654277778224;NULL;NULL;NULL;NULL
"love";958,6425624787056;NULL;NULL;NULL;NULL
"firepower";958,4731461855229;NULL;NULL;NULL;NULL
"dance";956,0814751116877;NULL;NULL;NULL;NULL
"boost";955,936189839582;NULL;NULL;NULL;NULL
"diagnosis";955,8557698965438;NULL;NULL;NULL;NULL
"Frankfurt";955,6751719350353;NULL;NULL;NULL;NULL
"Kyslytsya";955,5548413409952;NULL;NULL;NULL;NULL
"blockade";954,0553849986858;NULL;NULL;NULL;NULL
"study";953,1886717284189;NULL;NULL;NULL;NULL
"announcement";952,7459658010519;NULL;NULL;NULL;NULL
"dmytro";951,9689563957883;NULL;NULL;NULL;NULL
"god";948,4190205853856;NULL;NULL;NULL;NULL
"document";948,3042396395442;NULL;NULL;NULL;NULL
"Mendel";945,9672752948093;NULL;NULL;NULL;NULL
"prayer";945,4058264533506;NULL;NULL;NULL;NULL
"addition";945,3650759722794;NULL;NULL;NULL;NULL
"drone";945,1543322925531;NULL;NULL;NULL;NULL
"free";942,5228036836343;NULL;NULL;NULL;NULL
"odd";940,8842430939434;NULL;NULL;NULL;NULL
"zhyvytsky";938,9855530861438;NULL;NULL;NULL;NULL
"Norway";938,2287772593415;NULL;NULL;NULL;NULL
"co-op";937,9835532340701;NULL;NULL;NULL;NULL
"anonymity";937,7686862222449;NULL;NULL;NULL;NULL
"rebel";937,5028263425341;NULL;NULL;NULL;NULL
"stern";934,2267245323047;NULL;NULL;NULL;NULL
"reception";933,5911081182954;NULL;NULL;NULL;NULL
"afghan";932,8417241414274;NULL;NULL;NULL;NULL
"relocation";932,8417241414273;NULL;NULL;NULL;NULL
"resolution";932,452226437643;NULL;NULL;NULL;NULL
"animal";931,0722318767332;NULL;NULL;NULL;NULL
"gate";929,9873916522791;NULL;NULL;NULL;NULL
"sailor";929,7802298582271;NULL;NULL;NULL;NULL
"protection";927,2235380278439;NULL;NULL;NULL;NULL
"gunfire";926,79576024195;NULL;NULL;NULL;NULL
"promise";925,7942768572352;NULL;NULL;NULL;NULL
"Volkov";923,9876792698342;NULL;NULL;NULL;NULL
"assassination";923,0971486745849;NULL;NULL;NULL;NULL
"fleet";921,8389759884092;NULL;NULL;NULL;NULL
"crop";918,9519575982541;NULL;NULL;NULL;NULL
"Jung";917,4534223082991;NULL;NULL;NULL;NULL
"motion";917,4534223082989;NULL;NULL;NULL;NULL
"Smith";917,4534223082986;NULL;NULL;NULL;NULL
"Jordan";917,4534223082984;NULL;NULL;NULL;NULL
"tent";915,6190257990328;NULL;NULL;NULL;NULL
"charter";915,0682372746965;NULL;NULL;NULL;NULL
"integrity";913,1103327404087;NULL;NULL;NULL;NULL
"dream";912,5470792149758;NULL;NULL;NULL;NULL
"gym";911,8133117213129;NULL;NULL;NULL;NULL
"surrogate";910,9739663474714;NULL;NULL;NULL;NULL
"bullet";910,7052702781714;NULL;NULL;NULL;NULL
"wreckage";909,7744181729452;NULL;NULL;NULL;NULL
"dock";909,2152846868288;NULL;NULL;NULL;NULL
"job";909,0044475126541;NULL;NULL;NULL;NULL
"tour";908,3180433266302;NULL;NULL;NULL;NULL
"Kirby";907,7296429651478;NULL;NULL;NULL;NULL
"payment";906,1113309256457;NULL;NULL;NULL;NULL
"institution";905,9870829627945;NULL;NULL;NULL;NULL
"famine";904,5663257966156;NULL;NULL;NULL;NULL
"Dopesick";900,3493088079314;NULL;NULL;NULL;NULL
"Kate";900,3493088079314;NULL;NULL;NULL;NULL
"Easttown";900,3493088079313;NULL;NULL;NULL;NULL
"Jason";900,3493088079313;NULL;NULL;NULL;NULL
"Jean";900,3493088079313;NULL;NULL;NULL;NULL
"Lasso";900,3493088079313;NULL;NULL;NULL;NULL
"Mare";900,3493088079313;NULL;NULL;NULL;NULL
"Smart";900,3493088079313;NULL;NULL;NULL;NULL
"Ted";900,3493088079313;NULL;NULL;NULL;NULL
"Winslet";900,3493088079313;NULL;NULL;NULL;NULL
"comedy";900,3493088079313;NULL;NULL;NULL;NULL
"stunt";900,3493088079313;NULL;NULL;NULL;NULL
"warnermedia";900,3493088079313;NULL;NULL;NULL;NULL
"Hacks";900,3493088079312;NULL;NULL;NULL;NULL
"Jenkins";900,3493088079312;NULL;NULL;NULL;NULL
"Katherine";900,3493088079312;NULL;NULL;NULL;NULL
"emotion";900,349308807931;NULL;NULL;NULL;NULL
"CODA";900,3493088079307;NULL;NULL;NULL;NULL
"StraussInvisionAP";900,3493088079307;NULL;NULL;NULL;NULL
"Troy";900,3493088079307;NULL;NULL;NULL;NULL
"flashe";899,1151997171588;NULL;NULL;NULL;NULL
"Finland";898,8734084952147;NULL;NULL;NULL;NULL
"reorganisation";897,9616198975813;NULL;NULL;NULL;NULL
"Saudi";897,1965336956077;NULL;NULL;NULL;NULL
"athlete";895,3645902263363;NULL;NULL;NULL;NULL
"QC";895,1703449100334;NULL;NULL;NULL;NULL
"Morrison";894,4224257545342;NULL;NULL;NULL;NULL
"pay";893,1458537559348;NULL;NULL;NULL;NULL
"celebration";892,7377496735195;NULL;NULL;NULL;NULL
"seaport";892,2060644998377;NULL;NULL;NULL;NULL
