name;score;marked; communityId
"horror";0,0;FALSE;510
"district";0,0;FALSE;510
"package";0,0;FALSE;510
"roll";0,0;FALSE;510
"Daniel";0,0;FALSE;510
"Keane";0,0;FALSE;510
"objection";0,0;FALSE;510
"survey";0,0;FALSE;510
"pew";0,0;FALSE;510
"spirit";0,0;FALSE;510
"culture";0,0;FALSE;510
"tragedy";0,0;FALSE;510
"drift";0,0;FALSE;510
"speech";0,0;FALSE;510
"embrace";0,0;FALSE;510
"fear";0,0;FALSE;510
"territory";0,0;FALSE;510
"theatre";0,0;FALSE;510
"battlefield";0,0;FALSE;510
"Nikolai";0,0;FALSE;510
"fellow";0,0;FALSE;510
"amendment";0,0;FALSE;510
"institution";0,0;FALSE;510
"emergency";0,0;FALSE;510
"cobra";0,0;FALSE;510
"President";130,0;FALSE;227
"south";54,0;FALSE;227
"attempt";32,0;FALSE;227
"cooperation";24,0;FALSE;227
"Emmanuel";14,5;FALSE;227
"July";5,0;FALSE;227
"offer";1,0;FALSE;227
"opposition";1,0;FALSE;227
"parliament";1,0;FALSE;227
"principle";0,5;FALSE;227
"diplomat";0,0;FALSE;227
"caution";0,0;FALSE;227
"plan";0,0;FALSE;227
"xi";0,0;FALSE;227
"reporter";0,0;FALSE;227
"aggression";0,0;TRUE;227
"family";0,0;FALSE;227
"hand";0,0;FALSE;227
"Ben";0,0;FALSE;227
"whole";0,0;FALSE;227
"sky";0,0;FALSE;227
"coast";0,0;FALSE;227
"Leonid";0,0;FALSE;227
"republic";0,0;FALSE;227
"Yushchenko";0,0;FALSE;227
"energy";0,0;FALSE;227
"company";0,0;FALSE;227
"boss";0,0;FALSE;227
"in-fight";0,0;FALSE;227
"camp";0,0;FALSE;227
"yanukovich";0,0;FALSE;227
"square";0,0;FALSE;227
"turn";0,0;FALSE;227
"businessman";0,0;FALSE;227
"involvement";0,0;FALSE;227
"party";0,0;FALSE;227
"Donald";0,0;FALSE;227
"Trump";0,0;FALSE;227
"rival";0,0;FALSE;227
"race";0,0;FALSE;227
"son";0,0;FALSE;227
"Hunter";0,0;FALSE;227
"business";0,0;FALSE;227
"March";0,0;FALSE;227
"June";0,0;FALSE;227
"IMF";0,0;FALSE;227
"lifeline";0,0;FALSE;227
"Feb";0,0;FALSE;227
"kremlin";0,0;FALSE;227
"exercise";0,0;FALSE;227
"Oct";0,0;FALSE;227
"2021";0,0;FALSE;227
"autumn";0,0;FALSE;227
"present";0,0;FALSE;227
"activity";0,0;FALSE;227
"Beijing";0,0;FALSE;227
"winter";0,0;FALSE;227
"olympics";0,0;FALSE;227
"support";0,0;FALSE;227
"Macron";0,0;FALSE;227
"hope";0,0;FALSE;227
"department";0,0;FALSE;227
"american";0,0;FALSE;227
"base";0,0;FALSE;227
"russian-back";0,0;FALSE;227
"organization";0,0;FALSE;227
"Michael";0,0;FALSE;227
"Carpenter";0,0;FALSE;227
"summit";0,0;FALSE;227
"sign";0,0;FALSE;227
"television";0,0;FALSE;227
"Antonov";0,0;FALSE;227
"contrary";0,0;FALSE;227
"cause";0,0;FALSE;227
"pledge";0,0;FALSE;227
"affair";0,0;FALSE;227
"William";0,0;FALSE;227
"J";0,0;FALSE;227
"Burns";0,0;FALSE;227
"dilemma";0,0;FALSE;227
"annexation";0,0;FALSE;227
"2014";0,0;FALSE;227
"opinion";0,0;FALSE;227
"August";0,0;FALSE;227
"threat";0,0;FALSE;227
"solution";0,0;FALSE;227
"speaker";0,0;FALSE;227
"citizen";0,0;FALSE;227
"instability";0,0;FALSE;227
"commission";0,0;FALSE;227
"Ursula";0,0;FALSE;227
"von";0,0;FALSE;227
"der";0,0;FALSE;227
"Leyen";0,0;FALSE;227
"solidarity";0,0;FALSE;227
"France";0,0;FALSE;227
"work";0,0;FALSE;227
"chancellor";0,0;FALSE;227
"Olaf";0,0;FALSE;227
"Scholz";0,0;FALSE;227
"term";0,0;FALSE;227
"reason";0,0;FALSE;227
"intimidation";0,0;FALSE;227
"Justin";0,0;FALSE;227
"Trudeau";0,0;FALSE;227
"condition";0,0;FALSE;28
"operation";0,0;FALSE;461
"source";0,0;FALSE;461
"hit";0,0;FALSE;461
"part";0,0;FALSE;461
"puppet";0,0;FALSE;461
"section";0,0;FALSE;461
"chess";0,0;FALSE;461
"master";0,0;FALSE;461
"motive";0,0;FALSE;461
"future";0,0;FALSE;461
"uncertainty";0,0;FALSE;461
"run";0,0;FALSE;461
"tenure";0,0;FALSE;461
"accusation";0,0;FALSE;39
"propaganda";0,0;FALSE;39
"market";237,625;FALSE;52
"crisis";180,0;FALSE;52
"city";112,0;TRUE;52
"promise";83,0;FALSE;52
"eu";79,5;FALSE;52
"trade";56,0;FALSE;52
"border";49,0;TRUE;52
"strike";30,25;FALSE;52
"association";26,0;FALSE;52
"back";23,0;FALSE;52
"decision";18,25;FALSE;52
"union";17,0;FALSE;52
"April";13,125;FALSE;52
"bomb";1,25;FALSE;52
"build";1,25;FALSE;52
"agreement";0,5;FALSE;52
"defeat";0,5;FALSE;52
"good";0,125;FALSE;52
"service";0,125;FALSE;52
"travel";0,125;FALSE;52
"church";0,125;FALSE;52
"recognition";0,125;FALSE;52
"actor";0,125;FALSE;52
"press";0,0;FALSE;52
"military";0,0;FALSE;52
"fire";0,0;FALSE;52
"bridge";0,0;FALSE;52
"river";0,0;FALSE;52
"side";0,0;FALSE;52
"shelter";0,0;FALSE;52
"expectation";0,0;FALSE;52
"guard";0,0;FALSE;52
"island";0,0;FALSE;52
"investigator";0,0;FALSE;52
"weapon";0,0;FALSE;52
"corruption";0,0;FALSE;52
"spillover";0,0;FALSE;52
"ambassador";0,0;FALSE;52
"resident";0,0;FALSE;52
"refuge";0,0;FALSE;52
"raid";0,0;FALSE;52
"aim";0,0;FALSE;52
"warplane";0,0;FALSE;52
"snake";0,0;FALSE;52
"mouth";0,0;FALSE;52
"Danube";0,0;FALSE;52
"tank";0,0;FALSE;52
"root";0,0;FALSE;52
"worker";0,0;FALSE;52
"passport";0,0;FALSE;52
"declaration";0,0;FALSE;52
"proxy";0,0;FALSE;52
"name";0,0;FALSE;52
"humanity";0,0;FALSE;52
"direction";0,0;FALSE;82
"UN";0,0;FALSE;82
"security";0,0;TRUE;82
"council";0,0;FALSE;82
"scale";0,0;FALSE;82
"objective";0,0;FALSE;82
"resolution";0,0;FALSE;82
"vision";0,0;FALSE;82
"China";0,0;FALSE;82
"pressure";0,0;FALSE;82
"refusal";0,0;FALSE;82
"assault";0,0;FALSE;82
"draft";0,0;FALSE;82
"justification";0,0;FALSE;82
"secretary-general";0,0;FALSE;82
"Antonio";0,0;FALSE;82
"Guterres";0,0;FALSE;82
"line";0,0;FALSE;450
"car";0,0;FALSE;450
"warn";0,0;TRUE;450
"Wallace";0,0;FALSE;450
"history";0,0;TRUE;450
"spring";0,0;FALSE;450
"mass";0,0;FALSE;450
"ship";0,0;FALSE;450
"message";0,0;FALSE;450
"combat";0,0;FALSE;450
"arm";0,0;FALSE;450
"surrender";0,0;FALSE;450
"reply";0,0;FALSE;450
"metro";0,0;FALSE;450
"station";0,0;FALSE;450
"question";0,0;FALSE;450
"mind";0,0;FALSE;450
"remain";0,0;FALSE;450
"narrative";0,0;FALSE;450
"expert";0,0;FALSE;450
"presence";0,0;FALSE;450
"function";0,0;FALSE;450
"region";26,0;FALSE;539
"figure";23,0;FALSE;539
"year";15,0;FALSE;539
"casualty";0,0;FALSE;539
"population";0,0;FALSE;539
"period";0,0;FALSE;539
"russification";0,0;FALSE;539
"textbook";0,0;FALSE;539
"school";0,0;FALSE;539
"estimate";0,0;FALSE;539
"toll";0,0;FALSE;70
"demand";0,0;TRUE;299
"Washington";0,0;FALSE;299
"commitment";0,0;FALSE;299
"discussion";0,0;FALSE;299
"concern";0,0;FALSE;299
"conference";0,0;FALSE;56
"goodbye";0,0;FALSE;56
"train";0,0;FALSE;56
"culmination";0,0;FALSE;56
"neighbour";0,0;FALSE;56
"pretext";0,0;FALSE;56
"report";0,0;FALSE;96
"outlet";0,0;FALSE;99
"focus";0,0;FALSE;135
"officer";0,0;FALSE;156
"assessment";0,0;FALSE;381
"timetable";0,0;FALSE;381
"agenda";0,0;FALSE;229
"board";0,0;FALSE;237
"trump";0,0;FALSE;261
"lockdown";0,0;FALSE;263
"stave";0,0;FALSE;269
"default";0,0;FALSE;269
"recession";0,0;FALSE;269
"drill";0,0;FALSE;289
"fighter";0,0;FALSE;293
"jet";0,0;FALSE;293
"policy";0,0;FALSE;150
"UK";0,0;FALSE;150
"adviser";0,0;FALSE;150
"blocs";0,0;FALSE;150
"aspiration";0,0;FALSE;150
"pack";0,0;FALSE;150
"national";0,0;FALSE;321
"regime";0,0;FALSE;340
"asset";0,0;FALSE;345
"approval";0,0;FALSE;351
"hour";0,0;FALSE;361
"town";0,0;FALSE;379
"mile";0,0;FALSE;379
"invader";0,0;FALSE;394
"F";0,0;FALSE;35
"second";0,0;FALSE;35
"planner";0,0;FALSE;35
"Lenin";0,0;FALSE;35
"stability";0,0;FALSE;35
"sumy";0,0;FALSE;417
"northeast";0,0;FALSE;417
"withdrawal";0,0;FALSE;435
"game";0,0;FALSE;453
"cost";0,0;FALSE;459
"ground";0,0;FALSE;475
"center";0,0;FALSE;488
"luhansk";0,0;FALSE;531
"inhabitant";0,0;FALSE;542
"citizenship";0,0;FALSE;544
"evidence";0,0;FALSE;548
"application";0,0;FALSE;550
"process";0,0;FALSE;550
"opportunity";0,0;FALSE;81
"contribution";0,0;FALSE;81
"mission";0,0;FALSE;559
"account";0,0;FALSE;561
"dispute";0,0;FALSE;561
"anytime";0,0;FALSE;563
"shock";0,0;FALSE;564
"distance";0,0;FALSE;598
"begine";0,0;FALSE;622
"century";0,0;FALSE;622
"sense";0,0;FALSE;623
"aid";0,0;FALSE;627
