name;score;marked;communityId
market;26,86780609;FALSE;41
official;26,67651969;FALSE;52
Eurasia;25,74645541;FALSE;41
Canada;25,73703712;FALSE;4
video;0;FALSE;52
Lumpur;0;FALSE;52
servant;0;FALSE;52
zelenskiy;0;FALSE;52
site;0;FALSE;52
rocket;0;FALSE;52
place;0;FALSE;52
law;0;FALSE;52
secretary;25,62279299;FALSE;52
exchange;25,48329226;FALSE;41
programme;24,7563564;FALSE;41
lease;24,49319325;FALSE;41
America;24,4107477;FALSE;4
navy;23,50309424;FALSE;41
target;23,47534818;TRUE;554
election;23,1933908;FALSE;199
meet;22,63393741;FALSE;461
port;22,51299523;FALSE;41
region;22,43815052;FALSE;539
Japan;21,94281618;FALSE;4
wave;21,8154685;FALSE;4
rhetoric;21,80547308;FALSE;41
Boris;21,53636296;FALSE;554
Friday;21,25758866;FALSE;461
claim;21,14410127;TRUE;11
call;20,57699986;FALSE;554
membership;20,53313746;TRUE;554
bomb;19,18033747;FALSE;461
capital;17,84499653;TRUE;554
member;17,68056505;FALSE;554
Zelensky;17,5533917;TRUE;554
sea;16,73062911;FALSE;35
security;16,59660922;TRUE;52
vehicle;16,45557745;FALSE;461
timeline;16,01319629;FALSE;461
delegation;15,58407595;FALSE;52
week;15,58134028;FALSE;4
message;15,13399948;FALSE;56
commission;14,98013176;FALSE;55
horror;14,80931518;FALSE;461
history;14,42015537;TRUE;22
city;13,95348837;TRUE;417
independence;13,67295446;FALSE;199
scale;13,42809983;FALSE;461
establishment;13,10451492;FALSE;150
secretary-general;13,0950215;FALSE;52
referendum;12,24899446;FALSE;199
Antonio;12,10492249;FALSE;52
army;11,99852779;TRUE;510
authority;11,65048544;FALSE;52
attempt;11,62329327;FALSE;55
demand;11,53846154;TRUE;299
Antony;11,49968826;FALSE;52
council;11,46304676;FALSE;52
top;11,30594949;FALSE;4
UK;11,28296428;FALSE;554
Guterres;11,11482348;FALSE;52
Thursday;11,06950512;FALSE;461
figure;11,01202311;FALSE;539
power;10,94181844;TRUE;81
shelter;0;FALSE;41
rally;0;FALSE;41
corruption;0;FALSE;41
thing;0;FALSE;41
advance;0;FALSE;41
favour;0;FALSE;41
worker;0;FALSE;41
humanity;0;FALSE;41
prayer;10,93250995;FALSE;554
good;10,8570434;FALSE;41
strike;10,84225419;FALSE;461
interior;10,74758291;FALSE;35
source;10,73683034;FALSE;150
pressure;10,65599711;FALSE;52
Blinken;10,50958925;FALSE;52
build;10,40950648;FALSE;461
penalty;10,31585048;FALSE;4
east;10,31113875;FALSE;150
risk;10,27312577;FALSE;554
crisis;10,14492754;FALSE;35
poll;9,971179475;FALSE;554
infrastructure;9,866944388;FALSE;150
service;9,866944388;FALSE;41
July;9,803921569;FALSE;55
personnel;9,756097561;FALSE;13
principle;9,723795062;FALSE;55
refusal;9,665898097;FALSE;52
siege;9,519490238;FALSE;52
Nato;9,206376817;FALSE;554
street;9,098994185;FALSE;554
rate;8,981080465;FALSE;554
opponent;8,876845378;FALSE;150
travel;8,876845378;FALSE;41
recognition;8,833306241;FALSE;41
ally;8,808077116;TRUE;461
move;8,799617408;FALSE;4
response;8,739717633;FALSE;299
assault;8,675799087;FALSE;52
draft;8,675799087;FALSE;52
justification;8,675799087;FALSE;52
reporter;8,612440191;FALSE;55
ambassador;8,355066164;FALSE;55
United;8,345572739;FALSE;12
lie;8,321377331;FALSE;150
guard;8,307172181;FALSE;12
Washington;8,294283388;FALSE;299
step;8,264267109;FALSE;554
south;8,019888587;FALSE;55
bank;8,019888587;FALSE;55
Donald;7,901378373;FALSE;55
church;7,886746368;FALSE;41
Ursula;7,886746368;FALSE;55
ministry;7,829772054;FALSE;35
number;7,425665122;FALSE;554
quarter;0;FALSE;4
assessment;0;FALSE;4
yanukovich;0;FALSE;4
businessman;0;FALSE;4
weapon;0;FALSE;4
party;0;FALSE;4
spring;0;FALSE;4
north;0;FALSE;4
media;0;FALSE;4
statehood;0;FALSE;4
pipeline;0;FALSE;4
peace;0;FALSE;4
China;0;FALSE;4
Hungary;0;FALSE;4
act;0;FALSE;4
August;0;FALSE;4
plot;0;FALSE;4
2019;0;FALSE;4
suffer;0;FALSE;4
status;0;FALSE;4
Morrison;0;FALSE;4
diplomacy;0;FALSE;4
ship;7,389162562;FALSE;56
States;7,355473729;FALSE;12
Vladimir;7,317073171;TRUE;81
year;7,30321114;FALSE;539
area;7,192575406;FALSE;35
Trump;6,911279363;FALSE;55
von;6,896647358;FALSE;55
flag;6,877233652;FALSE;4
advisor;6,839673044;FALSE;35
cooperation;6,801818871;FALSE;55
Anton;6,801818871;FALSE;35
union;6,758775205;FALSE;41
institution;6,691102654;FALSE;461
position;6,5979505;FALSE;41
Belarus;6,506709093;TRUE;150
combat;6,428327562;FALSE;56
root;6,408913856;FALSE;150
chief;6,394281851;FALSE;4
expansion;6,103286385;FALSE;41
Viktor;6,103286385;FALSE;81
coast;6,103286385;FALSE;55
individual;6,103286385;FALSE;55
vote;5,921180353;FALSE;227
plane;5,911330049;FALSE;52
Kravchuk;5,911330049;FALSE;199
Germany;5,907752629;FALSE;4
der;5,906548348;FALSE;55
policy;5,877641216;FALSE;11
responsibility;5,877641216;FALSE;140
estimate;5,784052608;FALSE;539
nation;5,660377358;FALSE;55
passenger;5,438228552;FALSE;52
elect;5,438228552;FALSE;199
actor;5,418814846;FALSE;41
Emmanuel;5,39940114;FALSE;55
Poland;5,394689415;FALSE;12
genocide;5,213270142;TRUE;150
spy;0;FALSE;461
plant;0;FALSE;461
guarantee;0;FALSE;461
morn;0;FALSE;461
standby;0;FALSE;461
part;0;FALSE;461
way;0;FALSE;461
uncertainty;0;FALSE;461
objection;0;FALSE;461
group;0;FALSE;461
theatre;0;FALSE;461
amendment;0;FALSE;461
moment;0;FALSE;461
help;5,169646316;FALSE;461
soldier;5,15970516;TRUE;130
offer;5,158518546;FALSE;55
new;0;FALSE;130
neo-nazis;0;FALSE;130
direction;4,988123515;FALSE;52
siren;4,931081343;FALSE;41
period;4,931081343;FALSE;539
irregularity;4,931081343;FALSE;227
certification;4,916449338;FALSE;4
Leyen;4,916449338;FALSE;55
conflict;4,87804878;FALSE;41
Dec;4,87804878;FALSE;461
island;4,87804878;FALSE;12
event;4,873405673;FALSE;199
agency;0;FALSE;81
Peskov;0;FALSE;81
whereabout;0;FALSE;81
moratorium;0;FALSE;81
back;4,859475024;FALSE;41
defence;4,761904762;TRUE;12
population;4,761904762;FALSE;539
snake;4,41922241;FALSE;12
republics;4,399808704;FALSE;150
district;4,399808704;FALSE;11
bayraktar;4,371741522;FALSE;4
Gerashchenko;4,371741522;FALSE;35
time;4,306220096;FALSE;4
fire;4,189037522;FALSE;12
rage;4,161273311;FALSE;4
energy;3,96039604;FALSE;55
rival;3,96039604;FALSE;55
arm;3,96039604;FALSE;56
metro;3,96039604;FALSE;450
anthem;3,945764035;FALSE;4
resident;3,940982334;FALSE;41
russification;3,940982334;FALSE;539
candidate;3,940982334;FALSE;227
aircraft;3,921568627;FALSE;35
end;3,921568627;FALSE;11
protest;3,921568627;FALSE;227
elite;3,916856903;FALSE;199
declaration;3,902720369;FALSE;4
gunfire;3,846153846;TRUE;461
airport;3,846153846;FALSE;199
warplane;3,846153846;FALSE;12
economy;3,703703704;FALSE;81
diplomat;3,702499423;FALSE;55
annex;3,458030532;FALSE;150
November;3,458030532;FALSE;41
Jens;3,458030532;FALSE;4
organization;3,458030532;FALSE;55
requirement;3,458030532;FALSE;554
French;3,458030532;FALSE;140
decade;3,438616826;FALSE;4
parliament;3,438616826;FALSE;55
solution;3,438616826;FALSE;55
path;3,438616826;FALSE;554
blocs;3,438616826;FALSE;11
guilt;3,438616826;FALSE;140
capture;3,4291234;FALSE;554
drone;3,381642512;FALSE;4
death;3,381642512;FALSE;554
Jan;3,381642512;FALSE;22
spirit;2,97029703;FALSE;150
route;2,97029703;FALSE;52
object;2,97029703;FALSE;52
snowplow;2,97029703;FALSE;461
company;2,97029703;FALSE;55
race;2,97029703;FALSE;55
Beijing;2,97029703;FALSE;55
work;2,97029703;FALSE;55
Kuchma;2,97029703;FALSE;199
surrender;2,97029703;FALSE;56
nationalist;2,97029703;FALSE;13
station;2,97029703;FALSE;450
defeat;2,955665025;FALSE;41
plan;0;FALSE;55
xi;0;FALSE;55
aggression;0;TRUE;55
family;0;FALSE;55
hand;0;FALSE;55
whole;0;FALSE;55
sky;0;FALSE;55
republic;0;FALSE;55
Yushchenko;0;FALSE;55
camp;0;FALSE;55
business;0;FALSE;55
March;0;FALSE;55
lifeline;0;FALSE;55
kremlin;0;FALSE;55
exercise;0;FALSE;55
2021;0;FALSE;55
autumn;0;FALSE;55
activity;0;FALSE;55
support;0;FALSE;55
american;0;FALSE;55
russian-back;0;FALSE;55
Carpenter;0;FALSE;55
summit;0;FALSE;55
sign;0;FALSE;55
television;0;FALSE;55
Burns;0;FALSE;55
2014;0;FALSE;55
speaker;0;FALSE;55
citizen;0;FALSE;55
instability;0;FALSE;55
flank;0;FALSE;55
solidarity;0;FALSE;55
Scholz;0;FALSE;55
intimidation;0;FALSE;55
Trudeau;0;FALSE;55
condition;0;FALSE;28
unison;2,955665025;FALSE;4
speech;2,955665025;FALSE;461
advice;2,955665025;FALSE;554
April;2,950883324;FALSE;41
refuge;2,950883324;FALSE;41
demilitarise;2,950883324;FALSE;4
vision;2,950883324;FALSE;4
Romania;2,950883324;FALSE;12
Yanukovich;2,950883324;FALSE;227
section;2,950883324;FALSE;140
order;2,912621359;FALSE;4
phone;0;FALSE;199
kill;0;FALSE;199
re-run;0;FALSE;199
fact;0;FALSE;199
reality;0;FALSE;199
rebel;2,467931522;FALSE;150
ty;2,467931522;FALSE;41
Stoltenberg;2,467931522;FALSE;4
Magdalena;2,467931522;FALSE;81
reason;2,467931522;FALSE;55
bridge;2,467931522;FALSE;12
territory;2,467931522;FALSE;510
Macron;2,467931522;FALSE;140
Ben;2,43902439;FALSE;4
fight;2,43902439;FALSE;461
partner;2,43902439;FALSE;461
base;2,43902439;FALSE;55
assassination;2,43902439;FALSE;554
envoy;2,43902439;FALSE;12
zelensky;2,43902439;FALSE;11
measure;2,43902439;FALSE;11
opposition;2,43902439;FALSE;140
shell;2,224666911;FALSE;52
Nord;2,224666911;FALSE;4
head;2,120717781;FALSE;52
series;2,102583559;FALSE;4
culture;1,98019802;FALSE;150
Nikolai;1,98019802;FALSE;150
traffic;1,98019802;FALSE;150
Amsterdam;1,98019802;FALSE;52
visit;1,98019802;FALSE;52
apartment;1,98019802;FALSE;52
affair;1,98019802;FALSE;4
loss;1,98019802;FALSE;4
pm;1,98019802;FALSE;4
bloc;0;FALSE;554
destruction;0;FALSE;554
cobra;0;FALSE;554
limit;1,98019802;FALSE;461
drug;1,98019802;FALSE;130
spokesman;1,98019802;FALSE;81
operation;0;FALSE;22
hit;0;FALSE;22
puppet;0;FALSE;22
master;0;FALSE;22
planner;0;FALSE;22
european;1,98019802;FALSE;81
propaganda;0;FALSE;39
boss;1,98019802;FALSE;55
son;1,98019802;FALSE;55
June;1,98019802;FALSE;55
winter;1,98019802;FALSE;55
dilemma;1,98019802;FALSE;55
chancellor;1,98019802;FALSE;55
observer;1,98019802;FALSE;199
reply;1,98019802;FALSE;56
expert;1,98019802;FALSE;56
stock;1,98019802;FALSE;35
commitment;1,98019802;FALSE;299
children;1,98019802;FALSE;13
question;1,98019802;FALSE;450
dawn;0;FALSE;56
car;0;FALSE;56
second;0;FALSE;56
Lenin;0;FALSE;56
function;0;FALSE;56
passport;0;FALSE;56
stave;1,98019802;FALSE;269
home;1,960784314;FALSE;52
raid;1,960784314;FALSE;41
Minsk;1,960784314;FALSE;4
date;1,960784314;FALSE;4
cause;1,960784314;FALSE;4
Leonid;1,960784314;FALSE;55
pledge;1,960784314;FALSE;55
shield;1,960784314;FALSE;12
allegation;1,960784314;FALSE;227
chess;1,960784314;FALSE;140
explosion;1,59901599;TRUE;4
civilian;1,477832512;FALSE;150
uprise;1,477832512;FALSE;150
shot;0;FALSE;35
aviation;0;FALSE;35
donetsk;1,477832512;FALSE;150
trigger;1,477832512;FALSE;41
northeast;0;FALSE;417
effort;1,477832512;FALSE;4
charge;1,477832512;FALSE;4
month;1,477832512;FALSE;461
Andersson;1,477832512;FALSE;81
present;1,477832512;FALSE;55
contrary;1,477832512;FALSE;55
threat;1,477832512;FALSE;55
France;1,477832512;FALSE;55
term;1,477832512;FALSE;55
bloodsh;1,477832512;FALSE;554
river;1,477832512;FALSE;12
appeal;1,477832512;FALSE;12
future;1,477832512;FALSE;510
hope;1,477832512;FALSE;140
enemy;1,477832512;FALSE;133
airstrike;1,234567901;FALSE;52
stream;1,234567901;FALSE;4
military;0;FALSE;12
side;0;FALSE;12
ambition;0;FALSE;12
expectation;0;FALSE;12
orbit;0;FALSE;12
spillover;0;FALSE;12
aim;0;FALSE;12
Danube;0;FALSE;12
land;0;FALSE;12
proxy;0;FALSE;12
casualty;0;FALSE;487
caution;1,234567901;FALSE;55
accusation;1,234567901;FALSE;39
press;1,234567901;FALSE;56
preparation;1,112484549;FALSE;4
survey;0,99009901;FALSE;150
tragedy;0,99009901;FALSE;150
Chatham;0,99009901;FALSE;150
possibility;0,99009901;FALSE;150
school;0;FALSE;539
toll;0;FALSE;70
Kuala;0,99009901;FALSE;52
sang-froid;0,99009901;FALSE;52
block;0,99009901;FALSE;52
front;0,99009901;FALSE;41
majority;0,99009901;FALSE;41
name;0,99009901;FALSE;41
William;0,99009901;FALSE;4
life;0,99009901;FALSE;4
Scott;0,99009901;FALSE;4
objective;0;FALSE;11
package;0;FALSE;11
neighbour;0;FALSE;11
anxiety;0;FALSE;11
stability;0;FALSE;11
movement;0,99009901;FALSE;461
Chernobyl;0,99009901;FALSE;461
fear;0,99009901;FALSE;461
addict;0,99009901;FALSE;130
battlefield;0;FALSE;510
list;0;FALSE;570
Dmitry;0,99009901;FALSE;81
Zelenskys;0,99009901;FALSE;81
in-fight;0,99009901;FALSE;55
Hunter;0,99009901;FALSE;55
IMF;0,99009901;FALSE;55
concern;0;FALSE;299
report;0;FALSE;96
outlet;0;FALSE;99
goodbye;0;FALSE;6
train;0;FALSE;6
pretext;0;FALSE;6
Oct;0,99009901;FALSE;55
olympics;0,99009901;FALSE;55
department;0,99009901;FALSE;55
Michael;0,99009901;FALSE;55
elder;0;FALSE;13
focus;0;FALSE;135
J;0,99009901;FALSE;55
annexation;0,99009901;FALSE;55
Olaf;0,99009901;FALSE;55
Justin;0,99009901;FALSE;55
revolution;0,99009901;FALSE;199
assistance;0,99009901;FALSE;554
emergency;0,99009901;FALSE;554
product;0,99009901;FALSE;22
turn;0;FALSE;227
officer;0;FALSE;156
line;0,99009901;FALSE;56
F;0,99009901;FALSE;56
narrative;0,99009901;FALSE;56
presence;0,99009901;FALSE;56
Wallace;0;FALSE;450
mass;0;FALSE;450
remain;0;FALSE;450
agenda;0;FALSE;229
board;0;FALSE;237
trump;0;FALSE;261
lockdown;0;FALSE;263
oil;0,99009901;FALSE;35
sumy;0,99009901;FALSE;417
recession;0;FALSE;269
mouth;0,99009901;FALSE;12
textbook;0,99009901;FALSE;539
culmination;0,99009901;FALSE;11
raise;0,99009901;FALSE;11
discussion;0,99009901;FALSE;299
wive;0,99009901;FALSE;13
square;0,99009901;FALSE;227
mind;0,99009901;FALSE;450
resolution;0;FALSE;140
opinion;0;FALSE;140
pack;0;FALSE;140
drill;0;FALSE;289
default;0,99009901;FALSE;269
jet;0;FALSE;293
national;0;FALSE;321
regime;0;FALSE;340
asset;0;FALSE;345
approval;0;FALSE;351
hour;0;FALSE;361
fighter;0,99009901;FALSE;293
adviser;0;FALSE;133
aspiration;0;FALSE;133
Antonov;0;FALSE;145
town;0,99009901;FALSE;379
mile;0;FALSE;379
timetable;0;FALSE;381
Crimea;0;TRUE;112
invader;0;FALSE;394
withdrawal;0;FALSE;435
game;0;FALSE;453
motive;0;FALSE;128
cost;0;FALSE;459
ground;0;FALSE;475
center;0;FALSE;488
Monday;0,99009901;FALSE;106
night;0;FALSE;106
effect;0;FALSE;106
luhansk;0;FALSE;531
inhabitant;0;FALSE;542
citizenship;0;FALSE;544
evidence;0;FALSE;548
application;0,99009901;FALSE;550
process;0;FALSE;550
opportunity;0,99009901;FALSE;37
contribution;0;FALSE;37
tenure;0;FALSE;37
mission;0;FALSE;559
account;0,99009901;FALSE;561
dispute;0;FALSE;561
anytime;0;FALSE;563
shock;0;FALSE;564
distance;0;FALSE;598
begine;0,99009901;FALSE;622
century;0;FALSE;622
sense;0;FALSE;623
aid;0;FALSE;627
